accuracy,precision,recall,f1,roc_auc,pr_auc,brier_score,threshold
0.8623195823523391,0.685607476635514,0.7844311377245509,0.7316975862756833,0.9311013476823964,0.8356650196700061,0.08627470296493787,0.35000000000000003
